id,servico,procedimento,descricao,diponivel,user_id,created_at,updated_at
,122,02.05.01.001-6,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.05.01.002-4,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.02.004-4,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.02.006-0,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.02.009-5,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.002-4,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.003-2,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.004-0,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.005-9,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.006-7,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.05.015-6,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,02.11.08.008-0,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,03.01.04.016-8,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,05.01.06.004-9,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,122,05.01.06.005-7,Serviço de Diagnóstico por Métodos Gráficos/Dinâmicos,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.001-3,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.002-1,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.003-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.004-8,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.005-6,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.006-4,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.007-2,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.008-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.011-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.016-1,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.07.017-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.002-7,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.004-3,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.005-1,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.006-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.007-8,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.008-6,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.009-4,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.013-2,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.014-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.015-9,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.016-7,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.017-5,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.018-3,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.08.019-1,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.001-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.002-8,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.003-6,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.004-4,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.005-2,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.006-0,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.007-9,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.008-7,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.009-5,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,123,07.01.10.010-9,"Serviço de Dispensação de Órteses, Próteses e Materiais Especiais",1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.01.001-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.001-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.003-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.004-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.005-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.02.009-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.03.001-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.03.003-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.04.001-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.001-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.002-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.003-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.004-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.005-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.006-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.008-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.009-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.05.010-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.06.001-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.07.001-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.001-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.002-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.003-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.004-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.005-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.006-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.008-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.010-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.012-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.013-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.014-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.016-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.017-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.018-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.019-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.020-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.021-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.022-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.027-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.028-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.03.08.029-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.001-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.002-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.003-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.004-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.005-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.006-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.007-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.008-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.01.009-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.02.001-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.02.002-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.02.003-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.02.004-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.02.005-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.03.001-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.03.003-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.03.004-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.03.005-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.03.006-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.001-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.002-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.003-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.004-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.005-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.006-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.007-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.04.009-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.001-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.003-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.004-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.005-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.006-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.007-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.008-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.009-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.010-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.05.011-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.06.001-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.06.002-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.07.001-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.08.001-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.08.002-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.08.003-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.09.001-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.10.001-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.10.002-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.10.003-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.001-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.002-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.003-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.004-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.005-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.006-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.007-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.11.008-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.12.001-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.001-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.002-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.003-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.004-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.005-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.006-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.007-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.008-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.009-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.010-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.011-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.012-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.13.013-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.14.002-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.14.003-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.15.001-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.15.002-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.16.001-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.16.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.16.004-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.16.005-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.16.006-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.17.001-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.17.002-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.17.003-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.17.004-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.17.005-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.18.001-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.18.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.19.001-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.20.001-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.21.001-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.21.002-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.22.001-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.001-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.002-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.003-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.004-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.005-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.006-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.007-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.23.008-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.002-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.003-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.005-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.006-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.007-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.008-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.009-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.010-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.24.011-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.25.001-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.25.003-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.25.004-5,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.26.001-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.001-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.003-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.004-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.005-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.006-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.007-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.008-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.009-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.010-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.27.011-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.28.006-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.28.007-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.28.008-4,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.28.009-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.28.010-6,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.001-2,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.002-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.003-9,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.004-7,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.006-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.007-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.29.008-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.31.001-3,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.31.002-1,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.31.003-0,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
,125,06.04.31.004-8,Serviço de Farmácia,1,NULL,2023-08-16 15:33:01,2023-08-16 15:33:01
