id,cid,procedimento,descricao,user_id,diponivel,created_at,updated_at
,M54.0,,Paniculite Atingindo Regiões do Pescoço e do Dorso,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M60.0,,Miosite Infecciosa,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M61.0,,Miosite Ossificante Traumática,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M62.0,,Diástase de Músculo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M63.0,,Miosite em Doenças Bacterianas Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M65.0,,Abscesso da Bainha Tendínea,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M66.0,,Ruptura de Cisto Poplíteo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M67.0,,Tendão de Aquiles Curto (adquirido),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M68.0,,Sinovite e Tenossinovite em Doenças Bacterianas Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M70.0,,Sinovite Crepitante Crônica da Mão e do Punho,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M71.0,,Abscesso de Bolsa Sinovial,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M72.0,,Fibromatose de Fáscia Palmar (Dupuytren),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M73.0,,Bursite Gonocócica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M75.0,,Capsulite Adesiva do Ombro,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M76.0,,Tendinite Glútea,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M77.0,,Epicondilite Medial,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M79.0,,Reumatismo Não Especificado,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M80.0,,Osteoporose Pós-menopáusica Com Fratura Patológica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M81.0,,Osteoporose Pós-menopáusica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M82.0,,Osteoporose na Mielomatose Múltipla,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M83.0,,Osteomalácia Puerperal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M84.0,,Defeito de Consolidação da Fratura,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M85.0,,Displasia Fibrosa (monostótica),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M86.0,,Osteomielite Aguda Hematogênica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M87.0,,Necrose Asséptica Idiopática do Osso,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M88.0,,Doença de Paget do Crânio,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M89.0,,Algoneurodistrofia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M90.0,,Tuberculose Óssea,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M91.0,,Osteocondrose Juvenil da Pelve,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M92.0,,Osteocondrose Juvenil do Úmero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M93.0,,Luxação (não-traumática) da Epífise Superior do Fêmur,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M94.0,,Síndrome da Junção Condrocostal (Tietze),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M95.0,,Deformidade Adquirida do Nariz,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M96.0,,Pseudo-artrose Após Fusão ou Artrodese,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,M99.0,,Disfunção Segmentar e Somática,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N00.0,,Síndrome Nefrítica Aguda - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N01.0,,Síndrome Nefrítica Rapidamente Progressiva - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N02.0,,Hematúria Recidivante e Persistente - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N03.0,,Síndrome Nefrítica Crônica - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N04.0,,Síndrome Nefrótica - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N05.0,,Síndrome Nefrítica Não Especificada - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N06.0,,Proteinúria Isolada Com Lesão Morfológica Especificada - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N07.0,,Nefropatia Hereditária Não Classificada em Outra Parte - Anormalidade Glomerular Minor,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N08.0,,Transtornos Glomerulares em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N11.0,,Pielonefrite Não-obstrutiva Crônica Associada a Refluxo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N13.0,,Hidronefrose Com Obstrução da Junção Uretero-pélvica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N14.0,,Nefropatia Induzida Por Analgésico,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N15.0,,Nefropatia Dos Bálcãs,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N16.0,,Transtornos Renais Túbulo-intersticiais em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N17.0,,Insuficiência Renal Aguda Com Necrose Tubular,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N18.0,,Doença Renal em Estádio Final,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N20.0,,Calculose do Rim,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N21.0,,Calculose na Bexiga,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N22.0,,Cálculo Urinário na Esquistossomose (bilharziose) (schistosomíase),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N25.0,,Osteodistrofia Renal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N27.0,,Hipoplasia Renal Unilateral,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N28.0,,Isquemia e Infarto Renal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N29.0,,Sífilis Tardia Renal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N30.0,,Cistite Aguda,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N31.0,,Bexiga Neuropática Não-inibida Não Classificada em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N32.0,,Obstrução do Colo da Bexiga,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N33.0,,Cistite Tuberculosa,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N34.0,,Abscesso Uretral,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N35.0,,Estenose Uretral Pós-traumática,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N36.0,,Fístula Uretral,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N37.0,,Uretrite em Doenças Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N39.0,,Infecção do Trato Urinário de Localização Não Especificada,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N41.0,,Prostatite Aguda,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N42.0,,Cálculo da Próstata,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N43.0,,Hidrocele Encistada,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N45.0,,"Orquite, Epididimite e Epidídimo-orquite, Com Menção de Abscesso",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N48.0,,Leucoplasia do Pênis,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N49.0,,Transtornos Inflamatórios da Vesícula Seminal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N50.0,,Atrofia do Testículo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N51.0,,Transtornos da Próstata em Doenças Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N60.0,,Cisto Solitário da Mama,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N64.0,,Fissura e Fístula do Mamilo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N70.0,,Salpingite e Ooforite Agudas,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N71.0,,Doença Inflamatória Aguda do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N73.0,,Parametrite e Celulite Pélvicas Agudas,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N74.0,,Tuberculose do Colo do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N75.0,,Cisto da Glândula de Bartholin,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N76.0,,Vaginite Aguda,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N77.0,,Ulceração da Vulva em Doenças Infecciosas e Parasitárias Classificadas em Outra Parte,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N80.0,,Endometriose do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N81.0,,Uretrocele Feminina,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N82.0,,Fístula Vesicovaginal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N83.0,,Cisto Folicular do Ovário,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N84.0,,Pólipo do Corpo do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N85.0,,Hiperplasia Glandular Endometrial,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N87.0,,Displasia Cervical Leve,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N88.0,,Leucoplasia do Colo do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N89.0,,Displasia Vaginal Leve,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N90.0,,Displasia Vulvar Leve,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N91.0,,Amenorréia Primária,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N92.0,,Menstruação Excessiva e Freqüente Com Ciclo Regular,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N93.0,,Sangramentos Pós-coito ou de Contato,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N94.0,,Ovulação Dolorosa (Mittelschmerz),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N95.0,,Sangramento Pós-menopausa,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N97.0,,Infertilidade Feminina Associada à Anovulação,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N98.0,,Infecção Associada à Inseminação Artificial,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,N99.0,,Insuficiência Renal Pós-procedimentos,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O00.0,,Gravidez Abdominal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O01.0,,Mola Hidatiforme Clássica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O02.0,,Ovo Claro e Mola Não-hidatiforme,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O03.0,,"Aborto Espontâneo - Incompleto, Complicado Por Infecção do Trato Genital ou Dos Órgãos Pélvicos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O04.0,,"Aborto Por Razões Médicas e Legais - Incompleto, Complicado Por Infecção do Trato Genital ou Dos Órgãos Pélvicos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O05.0,,"Outros Tipos de Aborto - Incompleto, Complicado Por Infecção do Trato Genital ou Dos Órgãos Pélvicos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O06.0,,"Aborto Não Especificado - Incompleto, Complicado Por Infecção do Trato Genital ou Dos Órgãos Pélvicos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O07.0,,"Falha de Aborto Provocado Por Razões Médicas, Complicado Por Infecção do Trato Genital ou Dos Órgãos Pélvicos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O08.0,,Infecção do Trato Genital e Dos Órgãos Pélvicos Conseqüente a Aborto e Gravidez Ectópica e Molar,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O10.0,,"Hipertensão Essencial Pré-existente Complicando a Gravidez, o Parto e o Puerpério",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O12.0,,Edema Gestacional,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O14.0,,Pré-eclâmpsia Moderada,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O15.0,,Eclâmpsia na Gravidez,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O20.0,,Ameaça de Aborto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O21.0,,Hiperêmese Gravídica Leve,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O22.0,,Varizes Dos Membros Inferiores na Gravidez,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O23.0,,Infecções do Rim na Gravidez,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O24.0,,"Diabetes Mellitus Pré-existente, Insulino-dependente",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O26.0,,Ganho Excessivo de Peso na Gravidez,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O28.0,,"""Achados Hematológicos Anormais do Rastreamento (""""screening"""") Antenatal da Mãe""",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O29.0,,Complicações Pulmonares de Anestesia Administrada Durante a Gravidez,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O30.0,,Gravidez Dupla,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O31.0,,Feto Papiráceo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O32.0,,Assistência Prestada à Mãe Por Posição Fetal Instável,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O33.0,,Assistência Prestada à Mãe Por Uma Desproporção Devida à Deformidade da Pelve Óssea Materna,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O34.0,,Assistência à Mãe Por Malformação Congênita do Útero,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O35.0,,Assistência Prestada à Mãe Por Malformação do Sistema Nervoso Central do Feto (suspeitada),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O36.0,,Assistência Prestada à Mãe Por Isoimunização Rh,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O41.0,,Oligohidrâmnio,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O42.0,,"Ruptura Prematura de Membranas, Com Início do Trabalho de Parto Dentro de 24 Horas",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O43.0,,Síndromes de Transfusão Placentária,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O44.0,,Placenta Prévia Especificada Como Sem Hemorragia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O45.0,,Descolamento Prematuro da Placenta Com Deficiência de Coagulação,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O46.0,,Hemorragia Anteparto Com Deficiência de Coagulação,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O47.0,,Falso Trabalho de Parto Antes de se Completarem 37 Semanas de Gestação,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O60.0,,Trabalho de Parto Pré-termo Sem Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O61.0,,Falha na Indução Médica do Trabalho de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O62.0,,Contrações Iniciais Inadequadas,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O63.0,,Prolongamento do Primeiro Período (dilatação),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O64.0,,Obstrução do Trabalho de Parto Devida à Rotação Incompleta do Polo Cefálico Fetal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O65.0,,Obstrução do Trabalho de Parto Devida a Deformidade Pélvica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O66.0,,Obstrução do Trabalho de Parto Devido a Distócia de Ombro,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O67.0,,Hemorragia Intraparto Com Deficiência de Coagulação,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O68.0,,Trabalho de Parto e Parto Complicados Por Anormalidade da Freqüência Cardíaca Fetal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O69.0,,Trabalho de Parto e Parto Complicados Por Prolapso do Cordão,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O70.0,,Laceração de Períneo de Primeiro Grau Durante o Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O71.0,,Ruptura do Útero Antes do Início do Trabalho de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O72.0,,Hemorragia do Terceiro Estágio,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O73.0,,Retenção da Placenta Sem Hemorragia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O74.0,,Pneumonite Aspirativa Devida a Anestesia Durante o Trabalho de Parto e o Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O75.0,,Sofrimento Materno Durante o Trabalho de Parto e o Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O80.0,,Parto Espontâneo Cefálico,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O81.0,,Parto Por Fórceps Baixo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O82.0,,Parto Por Cesariana Eletiva,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O83.0,,Extração Pélvica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O84.0,,"Parto Múltiplo, Todos Espontâneos",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O86.0,,Infecção da Incisão Cirúrgica de Origem Obstétrica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O87.0,,Tromboflebite Superficial no Puerpério,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O88.0,,Embolia Gasosa de Origem Obstétrica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O89.0,,Complicações Pulmonares da Anestesia Durante o Puerpério,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O90.0,,Ruptura da Incisão de Cesariana,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O91.0,,Infecção do Mamilo Associada ao Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O92.0,,Mamilo Retraído Associado ao Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O98.0,,"Tuberculose Complicando a Gravidez, o Parto e o Puerpério",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,O99.0,,"Anemia Complicando a Gravidez, o Parto e o Puerpério",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P00.0,,Feto e Recém-nascido Afetados Por Transtornos Maternos Hipertensivos,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P01.0,,Feto e Recém-nascido Afetados Por Incompetência do Colo Uterino,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P02.0,,Feto e Recém-nascido Afetados Por Placenta Prévia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P03.0,,Feto e Recém-nascido Afetados Por Parto e Extração Pélvicas,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P04.0,,"Feto e Recém-nascido Afetados Por Anestesia e Analgesia Materna Durante a Gravidez, Trabalho de Parto e Parto",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P05.0,,Recém-nascido de Baixo Peso Para a Idade Gestacional,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P07.0,,Recém-nascido Com Peso Muito Baixo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P08.0,,Recém-nascido de Tamanho Excessivamente Grande,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P10.0,,Hemorragia Subdural Devida a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P11.0,,Edema Cerebral Devido a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P12.0,,Céfalo-hematoma Devido a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P13.0,,Fratura de Crânio Devida a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P14.0,,Paralisia de Erb Devida a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P15.0,,Lesão do Fígado Devida a Traumatismo de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P20.0,,Hipóxia Intra-uterina Diagnosticada Antes do Início do Trabalho de Parto,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P21.0,,Asfixia Grave ao Nascer,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P22.0,,Síndrome da Angústia Respiratória do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P23.0,,Pneumonia Congênita Devida a Agente Viral,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P24.0,,Aspiração Neonatal de Mecônio,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P25.0,,Enfisema Intersticial Originado no Período Perinatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P26.0,,Hemorragia Traqueobrônquica Originada no Período Perinatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P27.0,,Síndrome de Wilson-Mikity,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P28.0,,Atelectasia Primária do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P29.0,,Insuficiência Cardíaca Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P35.0,,Síndrome da Rubéola Congênita,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P36.0,,Septicemia do Recém-nascido Devida a Estreptococo do Grupo B,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P37.0,,Tuberculose Congênita,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P39.0,,Mastite Infecciosa Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P50.0,,Perda Sangüínea Fetal Devida a Vasa Prévia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P51.0,,Hemorragia Umbilical Maciça do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P52.0,,"Hemorragia Intraventricular (não-traumática) Grau 1, do Feto e do Recém-nascido",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P54.0,,Hematêmese Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P55.0,,Isoimunização Rh do Feto e do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P56.0,,Hidropsia Fetal Devida à Isoimunização,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P57.0,,Kernicterus Devido à Isoimunização,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P58.0,,Icterícia Neonatal Devida a Contusões,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P59.0,,Icterícia Neonatal Associada ao Parto Prematuro,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P61.0,,Trombocitopenia Transitória Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P70.0,,Síndrome do Filho de Mãe Com Diabetes Gestacional,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P71.0,,Hipocalcemia do Recém-nascido Pelo Uso de Leite de Vaca,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P72.0,,"Bócio Neonatal, Não Classificado em Outra Parte",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P74.0,,Acidose Metabólica Tardia do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P76.0,,"""Síndrome da """"rolha de Mecônio""""""",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P78.0,,Perfuração Intestinal no Período Perinatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P80.0,,Síndrome de Lesão Pelo Frio,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P81.0,,Hipertermia Ambiental do Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P83.0,,Esclerema Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P91.0,,Isquemia Cerebral Neonatal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P92.0,,Vômitos no Recém-nascido,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P94.0,,Miastenia Grave Neonatal Transitória,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,P96.0,,Insuficiência Renal Congênita,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q00.0,,Anencefalia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q01.0,,Encefalocele Frontal,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q03.0,,Malformações do Aqueduto de Sylvius,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q04.0,,Malformações Congênitas do Corpo Caloso,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q05.0,,Espinha Bífida Cervical Com Hidrocefalia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q06.0,,Amielia,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q07.0,,Síndrome de Arnold-Chiari,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q10.0,,Ptose Congênita,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q11.0,,Olho Cístico,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q12.0,,Catarata Congênita,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q13.0,,Coloboma da Íris,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q14.0,,Malformação Congênita do Humor Vítreo,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q15.0,,Glaucoma Congênito,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q16.0,,Ausência Congênita do Pavilhão Auricular (orelha),1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q17.0,,Pavilhão Supranumerário,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q18.0,,"Seio, Fístula e Cisto de Origem Branquial",1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q20.0,,Tronco Arterial Comum,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q21.0,,Comunicação Interventricular,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q22.0,,Atresia da Valva Pulmonar,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
,Q23.0,,Estenose Congênita da Valva Aórtica,1,1,2023-08-21 08:00:00,2023-08-21 08:00:00
