X30.0,Exposição a Calor Natural Excessivo - Residência
X31.0,Exposição a Frio Natural Excessivo - Residência
X32.0,Exposição à Luz Solar - Residência
X33.0,Vítima de Raio - Residência
X34.0,Vítima de Terremoto - Residência
X35.0,Vítima de Erupção Vulcânica - Residência
X36.0,"Vítima de Avalanche, Desabamento de Terra e Outros Movimentos da Superfície Terrestre - Residência"
X37.0,Vítima de Tempestade Cataclísmica - Residência
X38.0,Vítima de Inundação - Residência
X39.0,Exposição a Outras Forças da Natureza e às Não Especificadas - Residência
X40.0,"Envenenamento (intoxicação) Acidental Por e Exposição a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos - Residência"
X41.0,"Envenenamento (intoxicação) Acidental Por e Exposição a Anticonvulsivantes (antiepilépticos), Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificadas em Outra Parte - Residência"
X42.0,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte - Residência
X43.0,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo - Residência
X44.0,"Envenenamento (intoxicação) Acidental Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas Não Especificadas - Residência"
X45.0,Envenenamento (intoxicação) Acidental Por e Exposição ao Álcool - Residência
X46.0,Envenenamento (intoxicação) Acidental Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores - Residência
X47.0,Intoxicação Acidental Por e Exposição a Outros Gases e Vapores - Residência
X48.0,Envenenamento (intoxicação) Acidental Por e Exposição a Pesticidas - Residência
X49.0,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas - Residência
X50.0,Excesso de Exercícios e Movimentos Vigorosos ou Repetitivos - Residência
X51.0,Viagem e Movimento - Residência
X52.0,Estadia Prolongada em Ambiente Agravitacional - Residência
X53.0,Falta de Alimento - Residência
X54.0,Falta de Água - Residência
X57.0,Privação Não Especificada - Residência
X58.0,Exposição a Outros Fatores Especificados - Residência
X59.0,Exposição a Fator Não Especificado Causando Fratura
X60.0,"Auto-intoxicação Por e Exposição, Intencional, a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos - Residência"
X61.0,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte - Residência"
X62.0,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte - Residência"
X63.0,"Auto-intoxicação Por e Exposição, Intencional, a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo - Residência"
X64.0,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas - Residência"
X65.0,Auto-intoxicação Voluntária Por Álcool - Residência
X66.0,"Auto-intoxicação Intencional Por Solventes Orgânicos, Hidrocarbonetos Halogenados e Seus Vapores - Residência"
X67.0,Auto-intoxicação Intencional Por Outros Gases e Vapores - Residência
X68.0,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas - Residência"
X69.0,"Auto-intoxicação Por e Exposição, Intencional, a Outros Produtos Químicos e Substâncias Nocivas Não Especificadas - Residência"
X70.0,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação - Residência"
X71.0,Lesão Autoprovocada Intencionalmente Por Afogamento e Submersão - Residência
X72.0,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão - Residência
X73.0,"Lesão Autoprovocada Intencionalmente Por Disparo de Espingarda, Carabina, ou Arma de Fogo de Maior Calibre - Residência"
X74.0,Lesão Autoprovocada Intencionalmente Por Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada - Residência
X75.0,Lesão Autoprovocada Intencionalmente Por Dispositivos Explosivos - Residência
X76.0,"Lesão Autoprovocada Intencionalmente Pela Fumaça, Pelo Fogo e Por Chamas - Residência"
X77.0,"Lesão Autoprovocada Intencionalmente Por Vapor de Água, Gases ou Objetos Quentes - Residência"
X78.0,Lesão Autoprovocada Intencionalmente Por Objeto Cortante ou Penetrante - Residência
X79.0,Lesão Autoprovocada Intencionalmente Por Objeto Contundente - Residência
X80.0,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado - Residência
X81.0,Lesão Autoprovocada Intencionalmente Por Precipitação ou Permanência Diante de um Objeto em Movimento - Residência
X82.0,Lesão Autoprovocada Intencionalmente Por Impacto de um Veículo a Motor - Residência
X83.0,Lesão Autoprovocada Intencionalmente Por Outros Meios Especificados - Residência
X84.0,Lesão Autoprovocada Intencionalmente Por Meios Não Especificados - Residência
X85.0,"Agressão Por Meio de Drogas, Medicamentos e Substâncias Biológicas - Residência"
X86.0,Agressão Por Meio de Substâncias Corrosivas - Residência
X87.0,Agressão Por Pesticidas - Residência
X88.0,Agressão Por Meio de Gases e Vapores - Residência
X89.0,Agressão Por Meio de Outros Produtos Químicos e Substâncias Nocivas Especificados - Residência
X90.0,Agressão Por Meio de Produtos Químicos e Substâncias Nocivas Não Especificados - Residência
X91.0,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação - Residência"
X92.0,Agressão Por Meio de Afogamento e Submersão - Residência
X93.0,Agressão Por Meio de Disparo de Arma de Fogo de Mão - Residência
X94.0,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre - Residência"
X95.0,Agressão Por Meio de Disparo de Outra Arma de Fogo ou de Arma Não Especificada - Residência
X96.0,Agressão Por Meio de Material Explosivo - Residência
X97.0,"Agressão Por Meio de Fumaça, Fogo e Chamas - Residência"
X98.0,"Agressão Por Meio de Vapor de Água, Gases ou Objetos Quentes - Residência"
X99.0,Agressão Por Meio de Objeto Cortante ou Penetrante - Residência
Y00.0,Agressão Por Meio de um Objeto Contundente - Residência
Y01.0,Agressão Por Meio de Projeção de um Lugar Elevado - Residência
Y02.0,Agressão Por Meio de Projeção ou Colocação da Vítima Diante de um Objeto em Movimento - Residência
Y03.0,Agressão Por Meio de Impacto de um Veículo a Motor - Residência
Y04.0,Agressão Por Meio de Força Corporal - Residência
Y05.0,Agressão Sexual Por Meio de Força Física - Residência
Y06.0,Negligência e Abandono Pelo Esposo ou Companheiro
Y07.0,Outras Síndromes de Maus Tratos Pelo Esposo ou Companheiro
Y08.0,Agressão Por Outros Meios Especificados - Residência
Y09.0,Agressão Por Meios Não Especificados - Residência
Y10.0,"Envenenamento (intoxicação) Por e Exposição a Analgésicos, Antipiréticos e Anti-reumáticos Não-opiáceos, Intenção Não Determinada - Residência"
Y11.0,"Envenenamento (intoxicação) Por e Exposição a Anticonvulsivantes (antiepilépticos), Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte, Intenção Não Determinada - Residência"
Y12.0,"Envenenamento (intoxicação) Por e Exposição a Narcóticos e a Psicodislépticos (alucinógenos) Não Classificados em Outra Parte, Intenção Não Determinada - Residência"
Y13.0,"Envenenamento (intoxicação) Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo, Intenção Não Determinada - Residência"
Y14.0,"Envenenamento (intoxicação) Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas e as Não Especificadas, Intenção Não Determinada - Residência"
Y15.0,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada - Residência"
Y16.0,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada - Residência"
Y17.0,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada - Residência"
Y18.0,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada - Residência"
Y19.0,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada - Residência"
Y20.0,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada - Residência"
Y21.0,"Afogamento e Submersão, Intenção Não Determinada - Residência"
Y22.0,"Disparo de Pistola, Intenção Não Determinada - Residência"
Y23.0,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada - Residência"
Y24.0,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada - Residência"
Y25.0,"Contato Com Material Explosivo, Intenção Não Determinada - Residência"
Y26.0,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada - Residência"
Y27.0,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada - Residência"
Y28.0,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada - Residência"
Y29.0,"Contato Com Objeto Contundente, Intenção Não Determinada - Residência"
Y30.0,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada - Residência"
Y31.0,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada - Residência"
Y32.0,"Impacto de um Veículo a Motor, Intenção Não Determinada - Residência"
Y33.0,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada - Residência"
Y34.0,Fatos ou Eventos Não Especificados e Intenção Não Determinada - Residência
Y35.0,Intervenção Legal Envolvendo o Uso de Armas de Fogo
Y36.0,Operações de Guerra Envolvendo Explosão de Armamento Naval
Y40.0,Efeitos Adversos de Penicilinas
Y41.0,Efeitos Adversos de Sulfonamidas
Y42.0,Efeitos Adversos de Glicocorticóides e Análogos Sintéticos
Y43.0,Efeitos Adversos de Drogas Antialérgicas e Antieméticas
Y44.0,Efeitos Adversos de Preparações a Base de Ferro e Outros Preparações Prescritas na Anemia Hipocrômica
Y45.0,Efeitos Adversos de Opiáceos e Analgésicos Correlatos
Y46.0,Efeitos Adversos de Succimidas
Y47.0,"Efeitos Adversos de Barbitúricos, Não Classificados em Outra Parte"
Y48.0,Efeitos Adversos de Anestésicos Por Inalação
Y49.0,Efeitos Adversos de Antidepressivos Triciclos e Tetracíclicos
Y50.0,Efeitos Adversos de Analépticos
Y51.0,Efeitos Adversos de Agentes Anticolinesterásicos
Y52.0,Efeitos Adversos de Glicosídeos Estimulantes do Coração e Substâncias de Ação Semelhante
Y53.0,Efeitos Adversos de Antagonistas Dos Receptores H2 da Histamina
Y54.0,Efeitos Adversos de Mineralocorticóides
Y55.0,Efeitos Adversos de Ocitócicos
Y56.0,"Efeitos Adversos de Drogas Antifúngicas, Antiinfecciosas e Antiinflamatórias de Uso Local, Não Classificadas em Outra Parte"
Y57.0,Efeitos Adversos de Depressores do Apetite (anoréxicos)
Y58.0,Efeitos Adversos da Vacina BCG
Y59.0,Efeitos Adversos de Vacinas Antivirais
Y60.0,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Intervenção Cirúrgica"
Y61.0,Objeto Estranho Deixado Acidentalmente no Corpo Durante Intervenção Cirúrgica
Y62.0,Assepsia Insuficiente Durante Intervenção Cirúrgica
Y63.0,Administração de Quantidade Excessiva de Sangue ou de um Outro Líquido Durante Transfusão ou Infusão
Y64.0,Transfusão ou Infusão de Medicamento ou Substância Biológica Contaminados
Y65.0,Uso de Sangue Incompatível em Transfusão
Y70.0,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y71.0,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y72.0,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y73.0,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y74.0,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y75.0,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y76.0,"Dispositivos (aparelhos) Utilizados em Obstetrícia e em Ginecologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y77.0,"Dispositivos (aparelhos) Utilizados em Oftalmologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y78.0,"Dispositivos (aparelhos) Utilizados em Radiologia, Associados a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y79.0,"Dispositivos (aparelhos) Ortopédicos, Associado a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y80.0,"Dispositivos (aparelhos) Utilizados em Medicina Física (fisiatria), Associado a Incidentes Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y81.0,"Dispositivos (aparelhos) Utilizados em Cirurgia Geral ou Cirurgia Plástica, Associados a Incidente Adversos - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização"
Y82.0,Outros Dispositivos (aparelhos) Associados a Incidentes Adversos e os Não Especificados - Dispositivos (aparelhos) Para Fins Diagnósticos ou de Monitorização
Y83.0,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica Com Transplante de Todo o Órgão, Sem Menção de Acidente Durante a Intervenção"
Y84.0,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Cateterismo Cardíaco, Sem Menção de Acidente Durante o Procedimento"
Y85.0,Seqüelas de um Acidente de Veículo a Motor
Y87.0,Seqüelas de Lesões Autoprovocadas Intencionalmente
Y88.0,"Seqüelas de Efeitos Adversos Causados Por Drogas, Medicamentos ou Substâncias Biológicas Usados Com Finalidade Terapêutica"
Y89.0,Seqüelas de Intervenção Legal
Y90.0,Alcoolemia Inferior a 20 Mg/100 ml
Y91.0,Intoxicação Alcoólica Leve
Z00.0,Exame Médico Geral
Z01.0,Exame Dos Olhos e da Visão
Z02.0,Exame Para Admissão a Instituição Educacional
Z03.0,Observação Por Suspeita de Tuberculose
Z04.0,Teste Para Álcool e Para Drogas no Sangue
Z08.0,Exame de Seguimento Após Tratamento Cirúrgico de Neoplasia Maligna
Z09.0,Exame de Seguimento Após Cirurgia Por Outras Afecções
Z10.0,Exame de Saúde Ocupacional
Z11.0,Exame Especial de Rastreamento de Doenças Infecciosas Intestinais
Z12.0,Exame Especial de Rastreamento de Neoplasia do Estômago
Z13.0,Exame Especial de Rastreamento de Doenças do Sangue e Dos Órgãos Hematopoéticos de Alguns Transtornos Imunitários
Z20.0,Contato Com e Exposição a Doenças Infecciosas Intestinais
Z22.0,Portador de Febre Tifóide
Z23.0,Necessidade de Imunização Somente Contra Cólera
Z24.0,Necessidade de Imunização Contra a Poliomielite
Z25.0,Necessidade de Imunização Somente Contra a Caxumba (parotidite Epidêmica)
Z26.0,Necessidade de Imunização Contra a Leishmaniose
Z27.0,Necessidade de Imunização Contra a Cólera e as Febres Tifóide e Paratifóides (Cólera + TAB)
Z28.0,Imunização Não Realizada Por Contra-indicação
Z29.0,Isolamento
Z30.0,Aconselhamento Geral Sobre Contracepção
Z31.0,Tuboplastia ou Vasoplastia Após Esterilização Prévia
Z32.0,Gravidez (ainda) Não Confirmada
Z34.0,Supervisão de Primeira Gravidez Normal
Z35.0,Supervisão de Gravidez Com História de Esterilidade
Z36.0,Rastreamento de Anomalias Cromossômicas
Z37.0,"Nascimento Único, Nativivo (nado-vivo)"
Z38.0,"Criança Única, Nascida em Hospital"
Z39.0,Assistência e Exame Imediatamente Após o Parto
Z40.0,Cirurgia Profilática Para Fatores de Risco Relacionados Com Neoplasias Malignas
Z41.0,Transplante de Cabelo
Z42.0,Seguimento Envolvendo Cirurgia Plástica da Cabeça e do Pescoço
Z43.0,Cuidados à Traqueostomia
Z44.0,Colocação e Ajustamento de Braço Artificial (parcial) (total)
Z45.0,Ajustamento e Manuseio de Marca-passo Cardíaco
Z46.0,Colocação e Ajustamento de Óculos e Lentes de Contato
Z47.0,Seguimento Envolvendo Remoção de Placa de Fratura e Outros Dispositivos de Fixação Interna
Z48.0,Cuidados a Curativos e Suturas Cirúrgicas
Z49.0,Cuidado Preparatório Para Diálise
Z50.0,Reabilitação Cardíaca
Z51.0,Sessão de Radioterapia
Z52.0,Doador de Sangue
Z53.0,Procedimento Não Realizado Devido à Contra-indicação
Z54.0,Convalescença Após Cirurgia
Z55.0,Analfabetismo e Baixa Escolaridade
Z56.0,Desemprego Não Especificado
Z57.0,Exposição Ocupacional ao Ruído
Z58.0,Exposição ao Ruído
Z59.0,Falta de Domicílio Fixo
Z60.0,Problemas de Adaptação às Transições do Ciclo de Vida
Z61.0,Perda de Relação Afetiva na Infância
Z62.0,Supervisão e Controle Inadequado Por Parte Dos Pais
Z63.0,Problemas Nas Relações Com Cônjuge ou Parceiro
Z64.0,Problemas Relacionados Com Uma Gravidez Não Desejada
Z65.0,"Condenação, Sem Prisão, Por Tribunal Civil ou Criminal"
Z70.0,Acompanhamento Relativo às Atitudes em Matéria de Sexualidade
Z71.0,Pessoa Que Consulta no Interesse de um Terceiro
Z72.0,Uso do Tabaco
Z73.0,Esgotamento
Z74.0,Mobilidade Reduzida
Z75.0,Falta de Disponibilidade de Serviços Médicos no Domicílio
Z76.0,Emissão de Prescrição de Repetição
Z80.0,História Familiar de Neoplasia Maligna de Órgãos Digestivos
Z81.0,História Familiar de Retardo Mental
Z82.0,História Familiar de Epilepsia e de Outras Doenças do Sistema Nervoso
Z83.0,História Familiar de Doença Pelo Vírus da Imunodeficiência Humana (HIV)
Z84.0,História Familiar de Doenças da Pele e do Tecido Subcutâneo
Z85.0,História Pessoal de Neoplasia Maligna de Órgãos Digestivos
Z86.0,História Pessoal de Outras Neoplasias
Z87.0,História Pessoal de Doenças do Aparelho Respiratório
Z88.0,História Pessoal de Alergia à Penicilina
Z89.0,Ausência Adquirida de Dedo(s) da Mão (inclusive Polegar) Unilateral
Z90.0,Ausência Adquirida de Parte da Cabeça e do Pescoço
Z91.0,História Pessoal de Alergia Exceto a Drogas e a Substâncias Biológicas
Z92.0,História Pessoal de Anticoncepção
Z93.0,Traqueostomia
Z94.0,Rim Transplantado
Z95.0,Presença de Marca-passo Cardíaco
Z96.0,Presença de Implantes Urogenitais
Z97.0,Presença de Olho Artificial
Z98.0,Derivação Intestinal ou Anastomose Intestinal
Z99.0,Dependência de Aspirador
A00.1,"Cólera Devida a Vibrio Cholerae 01, Biótipo El Tor"
A01.1,Febre Paratifóide A
A02.1,Septicemia Por Salmonela
A03.1,Shiguelose Devida a Shigella Flexneri
A04.1,Infecção Por Escherichia Coli Enterotoxigênica
A05.1,Botulismo
A06.1,Amebíase Intestinal Crônica
A07.1,Giardíase (lamblíase)
A08.1,Gastroenteropatia Aguda Pelo Agente de Norwalk
A15.1,"Tuberculose Pulmonar, Com Confirmação Somente Por Cultura"
A16.1,"Tuberculose Pulmonar, Sem Realização de Exame Bacteriológico ou Histológico"
A17.1,Tuberculoma Meníngeo
A18.1,Tuberculose do Aparelho Geniturinário
A19.1,Tuberculose Miliar Aguda de Múltiplas Localizações
A20.1,Peste Celulocutânea
A21.1,Tularemia Oculoglandular
A22.1,Carbúnculo Pulmonar
A23.1,Brucelose Por Brucella Abortus
A24.1,Melioidose Aguda e Fulminante
A25.1,Estreptobacilose
A28.1,Doença Por Arranhadura do Gato
A30.1,Hanseníase (lepra) Tuberculóide
A31.1,Infecção Cutânea Micobacteriana
A32.1,Meningite e Meningoencefalite Por Listéria
A36.1,Difteria Nasofaríngea
A37.1,Coqueluche Por Bordetella Parapertussis
A39.1,Síndrome de Waterhouse-Friderichsen
A40.1,Septicemia Por Streptococcus do Grupo B
A41.1,Septicemia Por Outros Estafilococos Especificados
A42.1,Actinomicose Abdominal
A43.1,Nocardiose Cutânea
A44.1,Bartonelose Cutânea e Cutâneo-mucosa
A48.1,Doença Dos Legionários
A49.1,Infecção Estreptocócica de Localização Não Especificada
A50.1,"Sífilis Congênita Precoce, Forma Latente"
A51.1,Sífilis Anal Primária
A52.1,Neurossífilis Sintomática
A54.1,"Infecção Gonocócica do Trato Geniturinário Inferior, Com Abscesso Periuretral ou Das Glândulas Acessórias"
A56.1,"Infecção Por Clamídias, Pelviperitonial e de Outros Órgãos Geniturinários"
A60.1,Infecção da Margem Cutânea do Ânus e do Reto Pelo Vírus do Herpes
A66.1,Papilomas Múltiplos e Bouba Plantar Úmida (cravo de Bouba)
A67.1,Lesões Intermediárias da Pinta
A68.1,Febre Recorrente Transmitida Por Carrapatos
A69.1,Outras Infecções de Vincent
A71.1,Fase Ativa do Tracoma
A75.1,Tifo Recrudescente (doença de Brill)
A77.1,Febre Maculosa Por Rickettsia Conorii
A79.1,Rickettsiose Variceliforme Devida à Rickettsia Akari
A80.1,"Poliomielite Paralítica Aguda, Vírus Selvagem Importado"
A81.1,Panencefalite Esclerosante Subaguda
A82.1,Raiva Urbana
A83.1,Encefalite Eqüina Ocidental
A84.1,Encefalite da Europa Central Transmitida Por Carrapatos
A85.1,Encefalite Por Adenovírus
A87.1,Meningite Por Adenovírus
A88.1,Vertigem Epidêmica
A92.1,Febre de O'nyong-nyong
A93.1,Febre Por Flebótomos
A95.1,Febre Amarela Urbana
A96.1,Febre Hemorrágica de Machupo
A98.1,Febre Hemorrágica de Omsk
B00.1,Dermatite Vesicular Devido ao Vírus do Herpes
B01.1,Encefalite Por Varicela
B02.1,Meningite Pelo Vírus do Herpes Zoster
B05.1,Sarampo Complicado Por Meningite
B08.1,Molusco Contagioso
B16.1,"Hepatite Aguda B Com Agente Delta, (co-infecção), Sem Coma Hepático"
B17.1,Hepatite Aguda C
B18.1,Hepatite Crônica Viral B Sem Agente Delta
B20.1,Doença Pelo HIV Resultando em Outras Infecções Bacterianas
B21.1,Doença Pelo HIV Resultando em Linfoma de Burkitt
B22.1,Doença Pelo HIV Resultando em Pneumonite Intersticial Linfática
B23.1,Doença Pelo HIV Resultando em Linfadenopatias Generalizadas (persistentes)
B25.1,Hepatite Por Citomegalovírus
B26.1,Meningite Por Caxumba (parotidite Epidêmica)
B27.1,Mononucleose Por Citomegalovírus
B30.1,Conjuntivite Devida a Adenovírus
B33.1,Doença de Ross River
B34.1,Infecção Por Enterovírus de Localização Não Especificada
B35.1,Tinha Das Unhas
B36.1,Tinha Negra
B37.1,Candidíase Pulmonar
B38.1,Coccidioidomicose Pulmonar Crônica
B39.1,Histoplasmose Pulmonar Crônica Por Histoplasma Capsulatum
B40.1,Blastomicose Pulmonar Crônica
B42.1,Esporotricose Linfocutânea
B43.1,Abscesso Cerebral Feomicótico
B44.1,Outras Aspergiloses Pulmonares
B45.1,Criptococose Cerebral
B46.1,Mucormicose Rinocerebral
B47.1,Actinomicetoma
B48.1,Rinosporidiose
B53.1,Malária Por Plasmódios de Macacos
B55.1,Leishmaniose Cutânea
B56.1,Tripanossomíase Por Trypanosoma Rhodesiense
B57.1,"Forma Aguda da Doença de Chagas, Sem Comprometimento Cardíaco"
B58.1,Hepatite Por Toxoplasma
B60.1,Acantamebíase
B65.1,Esquistossomose Devida ao Schistosoma Mansoni (esquistossomose Intestinal)
B66.1,Clonorquíase
B67.1,Infestação Pulmonar Por Echinococcus Granulosus
B68.1,Infestação Por Taenia Saginata
B69.1,Cisticercose do Olho
B70.1,Esparganose
B71.1,Infestação Por Dipylidium
B74.1,Filariose Por Brugia Malayi
B76.1,Necatoríase
B78.1,Estrongiloidíase Cutânea
B81.1,Capilaríase Intestinal
B83.1,Gnatostomíase
B85.1,Pediculose Devida a Pediculus Humanus Corporis
B87.1,Miíase Das Feridas
B88.1,Tungíase (infestação Pela Pulga da Areia)
B90.1,Seqüelas de Tuberculose Geniturinária
B94.1,Seqüelas de Encefalite Viral
B95.1,"Estreptococo do Grupo B, Como Causa de Doenças Classificadas em Outros Capítulos"
B96.1,"Klebsiella Pneumoniae (M. Pneumoniae), Como Causa de Doenças Classificadas em Outros Capítulos"
B97.1,"Enterovírus, Como Causa de Doenças Classificadas em Outros Capítulos"
C00.1,Neoplasia Maligna do Lábio Inferior Externo
C02.1,Neoplasia Maligna da Borda da Língua
C03.1,Neoplasia Maligna da Gengiva Inferior
C04.1,Neoplasia Maligna do Assoalho Lateral da Boca
C05.1,Neoplasia Maligna do Palato Mole
C06.1,Neoplasia Maligna do Vestíbulo da Boca
C08.1,Neoplasia Maligna da Glândula Sublingual
C09.1,Neoplasia Maligna do Pilar Amigdaliano (anterior) (posterior)
C10.1,Neoplasia Maligna da Face Anterior da Epiglote
C11.1,Neoplasia Maligna da Parede Posterior da Nasofaringe
C13.1,"Neoplasia Maligna da Prega Ariepiglótica, Face Hipofaríngea"
C15.1,Neoplasia Maligna da Porção Torácica do Esôfago (esôfago Torácico)
C16.1,Neoplasia Maligna do Fundo do Estômago
C17.1,Neoplasia Maligna do Jejuno
C18.1,Neoplasia Maligna do Apêndice (vermiforme)
C21.1,Neoplasia Maligna do Canal Anal
C22.1,Carcinoma de Vias Biliares Intra-hepáticas
C24.1,Neoplasia Maligna da Ampola de Vater
C25.1,Neoplasia Maligna do Corpo do Pâncreas
C26.1,Neoplasia Maligna do Baço
C30.1,Neoplasia Maligna do Ouvido Médio
C31.1,Neoplasia Maligna do Seio Etmoidal
C32.1,Neoplasia Maligna da Região Supraglótica
C34.1,"Neoplasia Maligna do Lobo Superior, Brônquio ou Pulmão"
C38.1,Neoplasia Maligna do Mediastino Anterior
C40.1,Neoplasia Maligna Dos Ossos Curtos Dos Membros Superiores
C41.1,Neoplasia Maligna da Mandíbula
C43.1,"Melanoma Maligno da Pálpebra, Incluindo as Comissuras Palpebrais"
C44.1,"Neoplasia Maligna da Pele da Pálpebra, Incluindo o Canto"
C45.1,Mesotelioma do Peritônio
C46.1,Sarcoma de Kaposi de Tecidos Moles
C47.1,"Neoplasia Maligna Dos Nervos Periféricos Dos Membros Superiores, Incluindo Ombro"
C48.1,Neoplasia Maligna de Partes Especificadas do Peritônio
C49.1,"Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles Dos Membros Superiores, Incluindo Ombro"
C50.1,Neoplasia Maligna da Porção Central da Mama
C51.1,Neoplasia Maligna Dos Pequenos Lábios
C53.1,Neoplasia Maligna do Exocérvix
C54.1,Neoplasia Maligna do Endométrio
C57.1,Neoplasia Maligna do Ligamento Largo
C60.1,Neoplasia Maligna da Glande
C62.1,Neoplasia Maligna do Testículo Tópico
C63.1,Neoplasia Maligna do Cordão Espermático
C67.1,Neoplasia Maligna da Cúpula da Bexiga
C68.1,Neoplasia Maligna da Glândula Parauretral
C69.1,Neoplasia Maligna da Córnea
C70.1,Neoplasia Maligna Das Meninges Espinhais
C71.1,Neoplasia Maligna do Lobo Frontal
C72.1,Neoplasia Maligna da Cauda Eqüina
C74.1,Neoplasia Maligna da Medula da Supra-renal
C75.1,Neoplasia Maligna da Glândula Hipófise (pituitária)
C76.1,Neoplasia Maligna do Tórax
C77.1,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Intratorácicos
C78.1,Neoplasia Maligna Secundária do Mediastino
C79.1,"Neoplasia Maligna Secundária da Bexiga, de Outro Órgão Urinário e Não Especificado"
C81.1,"Doença de Hodgkin, Esclerose Nodular"
C82.1,"Linfoma Não-Hodgkin, Misto, de Pequenas e Grandes Células Clivadas, Folicular"
