id,codigo,procedimento,descricao,disponivel,user_id,created_at,updated_at
,02.04.02.008-5,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA,,1,1,,
,02.04.02.009-3,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL,,1,1,,
,02.04.02.010-7,RADIOGRAFIA DE COLUNA TORACO-LOMBAR,,1,1,,
,02.04.02.011-5,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA,,1,1,,
,02.04.02.012-3,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA,,1,1,,
,02.04.02.013-1,RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE,,1,1,,
,02.04.03.001-3,BRONCOGRAFIA UNILATERAL,,1,1,,
,02.04.03.002-1,DUCTOGRAFIA (POR MAMA,,1,1,,
,02.04.03.003-0,MAMOGRAFIA,,1,1,,
,02.04.03.004-8,MARCACAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A MAMOGRAFIA,,1,1,,
,02.04.03.005-6,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA,,1,1,,
,02.04.03.006-4,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL,,1,1,,
,02.04.03.007-2,RADIOGRAFIA DE COSTELAS (POR HEMITORAX,,1,1,,
,02.04.03.008-0,RADIOGRAFIA DE ESOFAGO,,1,1,,
,02.04.03.009-9,RADIOGRAFIA DE ESTERNO,,1,1,,
,02.04.03.010-2,RADIOGRAFIA DE MEDIASTINO (PA E PERFIL,,1,1,,
,02.04.03.011-0,RADIOGRAFIA DE PNEUMOMEDIASTINO,,1,1,,
,02.04.03.012-9,RADIOGRAFIA DE TORAX (APICO-LORDORTICA,,1,1,,
,02.04.03.013-7,RADIOGRAFIA DE TÓRAX (PA + INSPIRAÇÃO + EXPIRAÇÃO + LATERAL,,1,1,,
,02.04.03.014-5,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA,,1,1,,
,02.04.03.015-3,RADIOGRAFIA DE TORAX (PA E PERFIL,,1,1,,
,02.04.03.016-1,RADIOGRAFIA DE TORAX (PA PADRAO OIT,,1,1,,
,02.04.03.017-0,RADIOGRAFIA DE TORAX (PA,,1,1,,
,02.04.03.018-8,MAMOGRAFIA BILATERAL PARA RASTREAMENTO,,1,1,,
,02.04.04.001-9,RADIOGRAFIA DE ANTEBRACO,,1,1,,
,02.04.04.002-7,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR,,1,1,,
,02.04.04.003-5,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL,,1,1,,
,02.04.04.004-3,RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR,,1,1,,
,02.04.04.005-1,RADIOGRAFIA DE BRACO,,1,1,,
,02.04.04.006-0,RADIOGRAFIA DE CLAVICULA,,1,1,,
,02.04.04.007-8,RADIOGRAFIA DE COTOVELO,,1,1,,
,02.04.04.008-6,RADIOGRAFIA DE DEDOS DA MAO,,1,1,,
,02.04.04.009-4,RADIOGRAFIA DE MAO,,1,1,,
,02.04.04.010-8,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA,,1,1,,
,02.04.04.011-6,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES,,1,1,,
,02.04.04.012-4,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA,,1,1,,
,02.04.05.001-4,CLISTER OPACO C/ DUPLO CONTRASTE,,1,1,,
,02.04.05.002-2,COLANGIOGRAFIA PER-OPERATORIA,,1,1,,
,02.04.05.003-0,COLANGIOGRAFIA POS-OPERATORIA,,1,1,,
,02.04.05.004-9,DUODENOGRAFIA HIPOTONICA,,1,1,,
,02.04.05.005-7,FISTULOGRAFIA,,1,1,,
,02.04.05.006-5,HISTEROSSALPINGOGRAFIA,,1,1,,
,02.04.05.007-3,PIELOGRAFIA ANTEROGRADA PERCUTANEA,,1,1,,
,02.04.05.008-1,PIELOGRAFIA ASCENDENTE,,1,1,,
,02.04.05.009-0,PLANIGRAFIA DE RIM C/ CONTRASTE,,1,1,,
,02.04.05.010-3,PLANIGRAFIA DE RIM S/ CONTRASTE,,1,1,,
,02.04.05.011-1,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA,,1,1,,
,02.04.05.012-0,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS,,1,1,,
,02.04.05.013-8,RADIOGRAFIA DE ABDOMEN SIMPLES (AP,,1,1,,
,02.04.05.014-6,RADIOGRAFIA DE ESTOMAGO E DUODENO,,1,1,,
,02.04.05.015-4,RADIOGRAFIA DE INTESTINO DELGADO (TRANSITO,,1,1,,
,02.04.05.016-2,RADIOGRAFIA P/ ESTUDO DO DELGADO C/ DUPLO CONTRASTE (ENTEROCLISE,,1,1,,
,02.04.05.017-0,URETROCISTOGRAFIA,,1,1,,
,02.04.05.018-9,UROGRAFIA VENOSA,,1,1,,
,02.04.06.001-0,ARTROGRAFIA,,1,1,,
,02.04.06.002-8,DENSITOMETRIA OSSEA DUO-ENERGETICA DE COLUNA (VERTEBRAS LOMBARES E/OU FEMUR,,1,1,,
,02.04.06.003-6,ESCANOMETRIA,,1,1,,
,02.04.06.004-4,PLANIGRAFIA DE OSSO - SUBSIDIARIA A OUTROS EXAMES (POR PLANO,,1,1,,
,02.04.06.005-2,PLANIGRAFIA DE OSSO EM 2 PLANOS,,1,1,,
,02.04.06.006-0,RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL,,1,1,,
,02.04.06.007-9,RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA,,1,1,,
,02.04.06.008-7,RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA,,1,1,,
,02.04.06.009-5,RADIOGRAFIA DE BACIA,,1,1,,
,02.04.06.010-9,RADIOGRAFIA DE CALCANEO,,1,1,,
,02.04.06.011-7,RADIOGRAFIA DE COXA,,1,1,,
,02.04.06.012-5,RADIOGRAFIA DE JOELHO (AP + LATERAL,,1,1,,
,02.04.06.013-3,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL,,1,1,,
,02.04.06.014-1,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + OBLIQUA + 3 AXIAIS,,1,1,,
,02.04.06.015-0,RADIOGRAFIA DE PE / DEDOS DO PE,,1,1,,
,02.04.06.016-8,RADIOGRAFIA DE PERNA,,1,1,,
,02.04.06.017-6,RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES,,1,1,,
,02.05.01.001-6,ECOCARDIOGRAFIA DE ESTRESSE,,1,1,,
,02.05.01.002-4,ECOCARDIOGRAFIA TRANSESOFAGICA,,1,1,,
,02.05.01.003-2,ECOCARDIOGRAFIA TRANSTORACICA,,1,1,,
,02.05.01.004-0,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,,1,1,,
,02.05.01.005-9,ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO,,1,1,,
,02.05.02.001-1,ECODOPPLER TRANSCRANIANO,,1,1,,
,02.05.02.002-0,PAQUIMETRIA ULTRASSÔNICA,,1,1,,
,02.05.02.003-8,ULTRASSONOGRAFIA DE ABDÔMEN SUPERIOR,,1,1,,
,02.05.02.004-6,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,,1,1,,
,02.05.02.005-4,ULTRASSONOGRAFIA DE APARELHO URINÁRIO,,1,1,,
,02.05.02.006-2,ULTRASSONOGRAFIA DE ARTICULACAO,,1,1,,
,02.05.02.007-0,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,,1,1,,
,02.05.02.008-9,ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR,,1,1,,
,02.05.02.009-7,ULTRASSONOGRAFIA MAMARIA BILATERAL,,1,1,,
,02.05.02.010-0,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL,,1,1,,
,02.05.02.011-9,ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL,,1,1,,
,02.05.02.012-7,ULTRASSONOGRAFIA DE TIREOIDE,,1,1,,
,02.05.02.013-5,ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA,,1,1,,
,02.05.02.014-3,ULTRASSONOGRAFIA OBSTETRICA,,1,1,,
,02.05.02.015-1,ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO,,1,1,,
,02.05.02.016-0,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA,,1,1,,
,02.05.02.017-8,ULTRASSONOGRAFIA TRANSFONTANELA,,1,1,,
,02.05.02.018-6,ULTRASSONOGRAFIA TRANSVAGINAL,,1,1,,
,02.05.02.019-4,MARCACAO DE LESAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A ULTRASSONOGRAFIA,,1,1,,
,02.06.01.001-0,TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE,,1,1,,
,02.06.01.002-8,TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE,,1,1,,
,02.06.01.003-6,TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE,,1,1,,
,02.06.01.004-4,TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES,,1,1,,
,02.06.01.005-2,TOMOGRAFIA COMPUTADORIZADA DO PESCOCO,,1,1,,
,02.06.01.006-0,TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA,,1,1,,
,02.06.01.007-9,TOMOGRAFIA COMPUTADORIZADA DO CRANIO,,1,1,,
,02.06.01.008-7,TOMOMIELOGRAFIA COMPUTADORIZADA,,1,1,,
,02.06.01.009-5,TOMOGRAFIA POR EMISSÃO DE PÓSITRONS (PET-CT,,1,1,,
,02.06.02.001-5,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR,,1,1,,
,02.06.02.002-3,TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO,,1,1,,
,02.06.02.003-1,TOMOGRAFIA COMPUTADORIZADA DE TORAX,,1,1,,
,02.06.02.004-0,TOMOGRAFIA DE HEMITORAX,,1,1,,
,02.06.03.001-0,TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR,,1,1,,
,02.06.03.002-9,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR,,1,1,,
,02.06.03.003-7,TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR,,1,1,,
,02.07.01.001-3,ANGIORESSONANCIA CEREBRAL,,1,1,,
,02.07.01.002-1,RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL,,1,1,,
,02.07.01.003-0,RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOÇO,,1,1,,
,02.07.01.004-8,RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA,,1,1,,
,02.07.01.005-6,RESSONANCIA MAGNETICA DE COLUNA TORACICA,,1,1,,
,02.07.01.006-4,RESSONANCIA MAGNETICA DE CRANIO,,1,1,,
,02.07.01.007-2,RESSONANCIA MAGNETICA DE SELA TURCICA,,1,1,,
,02.07.02.001-9,RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE,,1,1,,
,02.07.02.002-7,RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL,,1,1,,
,02.07.02.003-5,RESSONANCIA MAGNETICA DE TORAX,,1,1,,
,02.07.03.001-4,RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR,,1,1,,
,02.07.03.002-2,RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR,,1,1,,
,02.07.03.003-0,RESSONANCIA MAGNETICA DE MEMBRO INFERIOR (UNILATERAL,,1,1,,
,02.07.03.004-9,RESSONANCIA MAGNETICA DE VIAS BILIARES/COLANGIORRESSONANCIA,,1,1,,
,02.08.01.001-7,CINTILOGRAFIA DE CORACAO C/ GALIO 67,,1,1,,
,02.08.01.002-5,CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE ESTRESSE (MINIMO 3 PROJECOES,,1,1,,
,02.08.01.003-3,CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES,,1,1,,
,02.08.01.004-1,CINTILOGRAFIA DE MIOCARDIO P/ LOCALIZACAO DE NECROSE (MINIMO 3 PROJECOES ,,1,1,,
,02.08.01.005-0,CINTILOGRAFIA P/ AVALIACAO DE FLUXO SANGUINEO DE EXTREMIDADES,,1,1,,
,02.08.01.006-8,CINTILOGRAFIA P/ QUANTIFICACAO DE SHUNT EXTRACARDIACO,,1,1,,
,02.08.01.007-6,CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE ESFORCO,,1,1,,
,02.08.01.008-4,CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE REPOUSO (VENTRICULOGRAFIA,,1,1,,
,02.08.01.009-2,DETERMINACAO DE FLUXO SANGUINEO REGIONAL,,1,1,,
,02.08.02.001-2,CINTILOGRAFIA DE FIGADO E BACO (MINIMO 5 IMAGENS,,1,1,,
,02.08.02.002-0,CINTILOGRAFIA DE FIGADO E VIAS BILIARES,,1,1,,
,02.08.02.003-9,CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO,,1,1,,
,02.08.02.004-7,CINTILOGRAFIA DE PANCREAS,,1,1,,
,02.08.02.005-5,CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (LIQUIDO,,1,1,,
,02.08.02.006-3,CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (SEMI-SOLIDO,,1,1,,
,02.08.02.007-1,CINTILOGRAFIA P/ ESTUDO DE TRANSITO GASTRICO,,1,1,,
,02.08.02.008-0,CINTILOGRAFIA P/ PESQUISA DE DIVERTICULOSE DE MECKEL,,1,1,,
,02.08.02.009-8,CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA ATIVA,,1,1,,
,02.08.02.010-1,CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA NAO ATIVA,,1,1,,
,02.08.02.011-0,CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO,,1,1,,
,02.08.02.012-8,IMUNO-CINTILOGRAFIA (ANTICORPO MONOCLONAL,,1,1,,
,02.08.03.001-8,CINTILOGRAFIA DE PARATIREOIDES,,1,1,,
,02.08.03.002-6,CINTILOGRAFIA DE TIREÓIDE COM OU SEM CAPTAÇÃO,,1,1,,
,02.08.03.003-4,CINTILOGRAFIA DE TIREOIDE C/ TESTE DE SUPRESSAO / ESTIMULO,,1,1,,
,02.08.03.004-2,CINTILOGRAFIA P/ PESQUISA DO CORPO INTEIRO,,1,1,,
,02.08.03.005-0,TESTE DO PERCLORATO C/ RADIOISOTOPO,,1,1,,
,02.08.04.001-3,CAPTACAO DE IODO RADIOATIVO EM 24H,,1,1,,
,02.08.04.002-1,CINTILOGRAFIA DE RIM C/ GALIO 67,,1,1,,
,02.08.04.003-0,CINTILOGRAFIA DE TESTICULO E BOLSA ESCROTAL,,1,1,,
,02.08.04.004-8,CINTILOGRAFIA P/ PESQUISA DO REFLUXO VESICO-URETERAL,,1,1,,
,02.08.04.005-6,CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA,,1,1,,
,02.08.04.006-4,CISTOCINTILOGRAFIA DIRETA,,1,1,,
,02.08.04.007-2,CISTOCINTILOGRAFIA INDIRETA,,1,1,,
,02.08.04.008-0,DETERMINACAO DE FILTRACAO GLOMERULAR,,1,1,,
,02.08.04.009-9,DETERMINACAO DE FLUXO PLASMATICO RENAL,,1,1,,
,02.08.04.010-2,ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO,,1,1,,
,02.08.05.001-9,CINTILOGRAFIA DE ARTICULACOES E/OU EXTREMIDADES E/OU OSSO,,1,1,,
,02.08.05.002-7,CINTILOGRAFIA DE ESQUELETO (CORPO INTEIRO,,1,1,,
,02.08.05.003-5,CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUÍNEO (CORPO INTEIRO,,1,1,,
,02.08.05.004-3,CINTILOGRAFIA DE SEGMENTO OSSEO C/ GALIO 67,,1,1,,
,02.08.06.001-4,CINTILOGRAFIA DE PERFUSAO CEREBRAL C/ TALIO (SPCTO,,1,1,,
,02.08.06.002-2,CISTERNOCINTILOGRAFIA (INCLUINDO PESQUISA E/OU AVALIACAO DO TRANSITO LIQUORICO,,1,1,,
,02.08.06.003-0,ESTUDO DE FLUXO SANGUINEO CEREBRAL,,1,1,,
,02.08.07.001-0,CINTILOGRAFIA DE PULMAO C/ GALIO 67,,1,1,,
,02.08.07.002-8,CINTILOGRAFIA DE PULMÃO P/ PESQUISA DE ASPIRAÇÃO,,1,1,,
,02.08.07.003-6,CINTILOGRAFIA DE PULMAO POR INALACAO (MINIMO 2 PROJECOES,,1,1,,
,02.08.07.004-4,CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES,,1,1,,
,02.08.08.001-5,CINTILOGRAFIA DE SISTEMA RETICULO-ENDOTELIAL (MEDULA OSSEA,,1,1,,
,02.08.08.002-3,DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS,,1,1,,
,02.08.08.003-1,DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS,,1,1,,
,02.08.08.004-0,LINFOCINTILOGRAFIA,,1,1,,
,02.08.09.001-0,CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS,,1,1,,
,02.08.09.002-9,CINTILOGRAFIA DE GLANDULA LACRIMAL (DACRIOCINTILOGRAFIA,,1,1,,
,02.08.09.003-7,CINTILOGRAFIA DE MAMA (BILATERAL,,1,1,,
,02.09.01.001-0,COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCÓPICA,,1,1,,
,02.09.01.002-9,COLONOSCOPIA (COLOSCOPIA,,1,1,,
,02.09.01.003-7,ESOFAGOGASTRODUODENOSCOPIA,,1,1,,
,02.09.01.004-5,LAPAROSCOPIA,,1,1,,
,02.09.01.005-3,RETOSSIGMOIDOSCOPIA,,1,1,,
,02.09.01.006-1,VIDEOLAPAROSCOPIA,,1,1,,
,02.09.02.001-6,CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA,,1,1,,
,02.09.03.001-1,HISTEROSCOPIA CIRÚRGICA,,1,1,,
,02.09.04.001-7,BRONCOSCOPIA (BRONCOFIBROSCOPIA,,1,1,,
,02.09.04.002-5,LARINGOSCOPIA,,1,1,,
,02.09.04.003-3,TRAQUEOSCOPIA,,1,1,,
,02.09.04.004-1,VIDEOLARINGOSCOPIA,,1,1,,
,02.09.04.005-0,VIDEOTORACOSCOPIA,,1,1,,
,02.10.01.001-0,ANGIOGRAFIA CEREBRAL (4 VASOS,,1,1,,
,02.10.01.002-9,ANGIOGRAFIA DE ARCO AORTICO,,1,1,,
,02.10.01.003-7,ANGIOGRAFIA DE ARCO AORTICO E TRONCOS SUPRA-AORTICOS,,1,1,,
,02.10.01.004-5,AORTOGRAFIA ABDOMINAL,,1,1,,
,02.10.01.005-3,AORTOGRAFIA TORACICA,,1,1,,
,02.10.01.006-1,ARTERIOGRAFIA CERVICO-TORACICA,,1,1,,
,02.10.01.007-0,ARTERIOGRAFIA DE MEMBRO,,1,1,,
,02.10.01.008-8,ARTERIOGRAFIA DIGITAL (POR VIA VENOSA,,1,1,,
,02.10.01.009-6,ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL,,1,1,,
,02.10.01.010-0,ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL,,1,1,,
,02.10.01.011-8,ARTERIOGRAFIA P/ INVESTIGACAO DE ISQUEMIA CEREBRAL,,1,1,,
,02.10.01.012-6,ARTERIOGRAFIA PELVICA,,1,1,,
,02.10.01.013-4,ARTERIOGRAFIA SELETIVA DE CAROTIDA,,1,1,,
,02.10.01.014-2,ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO,,1,1,,
,02.10.01.015-0,ARTERIOGRAFIA SELETIVA VERTEBRAL,,1,1,,
,02.10.01.016-9,ESPLENOPORTOGRAFIA,,1,1,,
,02.10.01.017-7,FLEBOGRAFIA DE MEMBRO,,1,1,,
,02.10.01.018-5,FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR,,1,1,,
,02.10.01.019-3,LINFANGIOADENOGRAFIA,,1,1,,
,02.10.01.020-7,PORTOGRAFIA TRANS-HEPATICA,,1,1,,
,02.10.02.001-6,COLANGIOGRAFIA TRANSCUTANEA,,1,1,,
,02.11.01.001-4,CAPILAROSCOPIA,,1,1,,
,02.11.01.002-2,INVESTIGACAO ULTRASSONICA (PLETISMOGRAFIA,,1,1,,
,02.11.01.003-0,OSCILOMETRIA DE IMPULSO,,1,1,,
,02.11.01.004-9,PLETISMOGRAFIA (POR LATERALIDADE / TERRITORIO,,1,1,,
,02.11.02.001-0,CATETERISMO CARDIACO,,1,1,,
,02.11.02.002-8,CATETERISMO CARDIACO EM PEDIATRIA,,1,1,,
,02.11.02.003-6,ELETROCARDIOGRAMA,,1,1,,
,02.11.02.004-4,MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS,,1,1,,
,02.11.02.005-2,MONITORIZACAO AMBULATORIAL DE PRESSAO ARTERIAL (M.A.P.A,,1,1,,
,02.11.02.006-0,TESTE DE ESFORCO / TESTE ERGOMETRICO,,1,1,,
,02.11.02.007-9,OXIMETRIA DE PULSO (TESTE DO CORAÇÃOZINHO,,1,1,,
,02.11.02.008-7,REALIZAÇÃO ELETROCARDIOGRAMA EM SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA,,1,1,,
,02.11.02.009-5,TELE-ELETROCARDIOGRAMA SÍNCRONO/LAUDO,,1,1,,
,02.11.03.001-5,AVALIACAO CINEMATICA E DE PARAMETROS LINEARES,,1,1,,
,02.11.03.002-3,AVALIACAO CINÉTICA,,1,1,,
,02.11.03.003-1,AVALIAÇÃO DE EQUILÍBRIO ESTÁTICO EM PLACA DE FORÇA,,1,1,,
,02.11.03.004-0,AVALIAÇÃO DE FUNÇÃO E MECÂNICA RESPIRATÓRIA,,1,1,,
,02.11.03.005-8,AVALIAÇÃO DE FUNÇÃO E MECÂNICA RESPIRATÓRIA COM TRANSDUTORES MICROPROCESSADOS,,1,1,,
,02.11.03.006-6,AVALIAÇÃO DE MOVIMENTO (POR IMAGEM,,1,1,,
,02.11.03.007-4,AVALIAÇÃO FUNCIONAL MUSCULAR,,1,1,,
,02.11.03.008-2,ELETRODIAGNÓSTICO CINÉTICO FUNCIONAL,,1,1,,
,02.11.03.009-0,ELETROMIOGRAFIA DINÂMICA,,1,1,,
,02.11.04.001-0,AMNIOSCOPIA,,1,1,,
,02.11.04.002-9,COLPOSCOPIA,,1,1,,
,02.11.04.003-7,EXAME MICROBIOLOGICO A FRESCO DO CONTEUDO CERVIC0-VAGINAL,,1,1,,
,02.11.04.004-5,HISTEROSCOPIA (DIAGNOSTICA,,1,1,,
,02.11.04.005-3,PERSUFLACAO TUBARIA (DIAGNOSTICA,,1,1,,
,02.11.04.006-1,TOCOCARDIOGRAFIA ANTE-PARTO,,1,1,,
,02.11.05.002-4,ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO,,1,1,,
,02.11.05.003-2,ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG,,1,1,,
,02.11.05.004-0,ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG,,1,1,,
,02.11.05.005-9,ELETROENCEFALOGRAMA QUANTITATIVO C/ MAPEAMENTO (EEG,,1,1,,
,02.11.05.006-7,ELETROMIOGRAMA (EMG,,1,1,,
,02.11.05.007-5,ELETROMIOGRAMA C/ ESTUDO DE FIBRA UNICA,,1,1,,
,02.11.05.008-3,ELETRONEUROMIOGRAMA (ENMG,,1,1,,
,02.11.05.009-1,EXPLORACAO DIAGNOSTICA PELO VIDEO-ELETROENCEFALOGRAMA COM OU SEM USO DE ELETRODO DE PROFUNDIDADE,,1,1,,
,02.11.05.010-5,POLISSONOGRAFIA,,1,1,,
,02.11.05.011-3,POTENCIAL EVOCADO AUDITIVO,,1,1,,
,02.11.05.012-1,POTENCIAL EVOCADO VISUAL / OCCIPTO,,1,1,,
,02.11.05.013-0,POTENCIAL SOMATO-SENSITIVO,,1,1,,
,02.11.05.014-8,TESTE DE WADA,,1,1,,
,02.11.05.015-6,VIDEO-ELETROENCEFALOGRAMA C/ REGISTRO PROLONGADO,,1,1,,
,02.11.06.001-1,BIOMETRIA ULTRASSÔNICA (MONOCULAR,,1,1,,
,02.11.06.002-0,BIOMICROSCOPIA DE FUNDO DE OLHO,,1,1,,
,02.11.06.003-8,CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRÁFICO,,1,1,,
,02.11.06.005-4,CERATOMETRIA,,1,1,,
,02.11.06.006-2,CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS,,1,1,,
,02.11.06.007-0,ELETRO-OCULOGRAFIA,,1,1,,
,02.11.06.008-9,ELETRORETINOGRAFIA,,1,1,,
,02.11.06.009-7,ESTESIOMETRIA,,1,1,,
,02.11.06.010-0,FUNDOSCOPIA,,1,1,,
,02.11.06.011-9,GONIOSCOPIA,,1,1,,
,02.11.06.012-7,MAPEAMENTO DE RETINA,,1,1,,
,02.11.06.013-5,MEDIDA DE OFUSCAMENTO E CONTRASTE,,1,1,,
,02.11.06.014-3,MICROSCOPIA ESPECULAR DE CORNEA,,1,1,,
,02.11.06.015-1,POTENCIAL DE ACUIDADE VISUAL,,1,1,,
,02.11.06.016-0,POTENCIAL VISUAL EVOCADO,,1,1,,
,02.11.06.017-8,RETINOGRAFIA COLORIDA BINOCULAR,,1,1,,
,02.11.06.018-6,RETINOGRAFIA FLUORESCENTE BINOCULAR,,1,1,,
,02.11.06.020-8,TESTE DE PROVOCACAO DE GLAUCOMA,,1,1,,
,02.11.06.021-6,TESTE DE SCHIRMER,,1,1,,
,02.11.06.022-4,TESTE DE VISÃO DE CORES,,1,1,,
,02.11.06.023-2,TESTE ORTÓPTICO,,1,1,,
,02.11.06.024-0,TESTE P/ ADAPTACAO DE LENTE DE CONTATO,,1,1,,
,02.11.06.025-9,TONOMETRIA,,1,1,,
,02.11.06.026-7,TOPOGRAFIA COMPUTADORIZADA DE CÓRNEA,,1,1,,
,02.11.06.027-5,TRIAGEM OFTALMOLÓGICA,,1,1,,
,02.11.06.028-3,TOMOGRAFIA DE COERÊNCIA ÓPTICA,,1,1,,
,02.11.07.001-7,ANALISE ACUSTICA DA VOZ POR MEIO DE LABORATORIO DE VOZ,,1,1,,
,02.11.07.002-5,AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA,,1,1,,
,02.11.07.003-3,AUDIOMETRIA EM CAMPO LIVRE,,1,1,,
